einzelplan,einzelplan-text,einnahmen-ausgaben,einnahmen-ausgaben-art,kapitel,kapitel-text,titel,funktion,titel-text,flex,seite,soll,titelgruppe,tgr-text,Funktion 1,Funktion 2,Funktion 3,Gruppe 1,Gruppe 2,Gruppe 3,date
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,82311,721,Erwerbsanteile im Rahmen von ÖPP-Projekten (Bundesautobahnen),nein,20,455000,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von unbeweglichen Sachen,Erwerbsanteile im Rahmen von ÖPP-Projekten sowie Erwerb privat vorfinanzierter unbeweglicher Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,86112,721,"Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesautobahnen)",nein,21,0,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesautobahnen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Darlehen an sonstige Bereiche,Darlehen an öffentliche Unternehmen und Einrichtungen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,86122,722,"Vorfinanzierung des Baues, der Änderung oder Beseitigung von Versorgungs- und Abwasseranlagen (Bundesstraßen)",nein,21,0,1,"Bau, Erhaltung und Betrieb der Bundesfernstraßen",Verkehrs- und Nachrichtenwesen,Straßen,Bundesstraßen,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Darlehen an sonstige Bereiche,Darlehen an öffentliche Unternehmen und Einrichtungen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,42221,719,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,nein,21,34259,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Bezüge und Nebenleistungen,Bezüge und Nebenleistungen der Beamten und Richter,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,42729,719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",nein,21,4274,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Bezüge und Nebenleistungen,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,42821,719,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,nein,21,27913,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Bezüge und Nebenleistungen,Entgelte der Arbeitnehmerinnen und Arbeitnehmer,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,45321,719,"Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen",nein,21,40,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Sonstige personalbezogene Ausgaben,"Trennungsgeld, Umzugskostenvergütungen",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51121,719,"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung",nein,21,4738,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),"Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51421,719,"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",nein,22,5839,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),"Verbrauchsmittel, Haltung von Fahrzeugen und dgl.",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51721,719,"Bewirtschaftung der Grundstücke, Gebäude und Räume",nein,22,2326,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),"Bewirtschaftung der Grundstücke, Gebäude und Räume",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51821,719,Mieten und Pachten,nein,22,2201,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),Mieten und Pachten,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51822,719,Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement,nein,22,50,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),Mieten und Pachten,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,51921,719,Unterhaltung der Grundstücke und baulichen Anlagen,nein,22,100,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 51),Unterhaltung der Grundstücke und baulichen Anlagen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52521,719,Aus- und Fortbildung,nein,22,503,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Aus- und Fortbildung,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52621,59,Gerichts- und ähnliche Kosten,nein,22,21170,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Allgemeine Dienste,Rechtsschutz,Sonstige Rechtsschutzaufgaben,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),"Sachverständige, Gerichts- und ähnliche Kosten",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52622,790,"Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen",nein,22,16739,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),"Sachverständige, Gerichts- und ähnliche Kosten",2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,52721,719,Dienstreisen,nein,22,1750,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 52),Dienstreisen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,53221,719,Aufträge und Dienstleistungen im Bereich Informationstechnik,nein,22,8117,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,53222,719,Behördenspezifische fachbezogene Verwaltungsausgaben (ohne IT),nein,23,190,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,53224,790,Ausgaben für den Einzug der streckenbezogenen Straßenbenutzungsgebühren,nein,23,902081,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,53929,719,Vermischte Verwaltungsausgaben,nein,23,1324,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 53),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,54321,719,Veröffentlichungen und Fachinformationen,nein,23,10,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,"Sächliche Verwaltungsausgaben, militärische Beschaffungen usw., Ausgaben für den Schuldendienst",Sächliche Verwaltungsausgaben (Obergruppe 54),Sonstiges,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,63423,719,Zuweisungen an den Versorgungsfonds,nein,23,1800,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige (zweckgebundene) Zuweisungen an öffentlichen Bereich,Sonstige Zuweisungen an Sondervermögen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,66221,790,"Zinszuschüsse der KfW-Förderbank zur Förderung der Anschaffung emissionsarmer schwerer LKW (""Innovationsprogramm""/Variante Darlehen)",nein,23,0,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Schuldendiensthilfen an sonstige Bereiche,Schuldendiensthilfen an private Unternehmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,68221,790,Verwaltungsausgaben der VIFG,nein,23,4404,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an öffentliche Unternehmen (soweit nicht unter 661),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,68421,790,"Zuschüsse der KfW-Förderbank zur Förderung der Anschaffung emissionsarmer schwerer LKW (""Innovationsprogramm""/Variante nicht rückzahlbarer Zuschuss)",nein,24,0,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,68422,790,Zuschüsse zur Förderung von Umwelt und Sicherheit in Unternehmen des mautpflichtigen Güterkraftverkehrs (De-Minimis-Programm),nein,24,251900,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,68423,790,Zuschüsse zur Förderung der Aus- und Weiterbildung in Unternehmen des mautpflichtigen Güterkraftverkehrs (Aus- und Weiterbildungs-Programm),nein,24,125000,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,68424,790,Zuschüsse zur Förderung energieeffizienter und/oder CO2-armer Nutzfahrzeuge,nein,24,10000,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Sonstiges Verkehrswesen,Sonstiges Verkehrswesen,Ausgaben für Zuweisungen und Zuschüsse mit Ausnahme für Investitionen,Sonstige Zuschüsse für laufende Zwecke an sonstige Bereiche,Zuschüsse für laufende Zwecke an soziale oder ähnliche Einrichtungen (ohne öffentliche Einrichtungen),2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,71121,719,"Kleine Neu-﻿, Um- und Erweiterungsbauten",nein,24,338,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Baumaßnahmen,Baumaßnahmen,Baumaßnahmen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81121,719,Erwerb von Fahrzeugen,nein,25,1400,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Fahrzeugen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81221,719,"Erwerb von Geräten, Ausstattungs- und Ausrüstungsgegenständen für Verwaltungszwecke (ohne IT)",nein,25,440,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,81222,719,"Erwerb von Anlagen, Geräten, Ausstattungs- und Ausrüstungsgegenständen sowie Software im Bereich Informationstechnik",nein,25,18329,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Sonstige Ausgaben für Investitionen und Investitionsförderungsmaßnahmen,Erwerb von beweglichen Sachen,Erwerb von Geräten und sonstigen beweglichen Sachen,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,98126,890,Leistungen an Dienstleistungszentren des Bundes zur Durchführung von Aufgaben im Rahmen der Erprobung des DLZ-Projekts,nein,25,0,2,Ausgaben im Zusammenhang mit der Erhebung der Lkw-Maut,Finanzwirtschaft,Haushaltstechnische Verrechnungen,Haushaltstechnische Verrechnungen,Besondere Finanzierungsausgaben,Haushaltstechnische Verrechnungen,Verrechnungen zwischen Kapiteln,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,42231,719,Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten,nein,25,3224,3,Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Bezüge und Nebenleistungen,Bezüge und Nebenleistungen der Beamten und Richter,2017
12,Bundesministerium für Verkehr und digitale Infrastruktur,Ausgaben,Besondere Finanzierungsausgaben,1201,Bundesfernstraßen,42739,719,"Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige",nein,25,1236,3,Ausgaben im Zusammenhang mit der Vorbereitung der Erhebung der Infrastrukturabgabe,Verkehrs- und Nachrichtenwesen,Verwaltung des Verkehrs- und Nachrichtenwesens,Sonstige Verkehrs- und Nachrichtenverwaltung,Personalausgaben,Bezüge und Nebenleistungen,"Beschäftigungsentgelte, Aufwendungen für nebenamtlich und nebenberuflich Tätige",2017
