Gruppierung Bezeichnung,Produktbereich,Produktbereich Bezeichnung,Produktgruppe,Produktgruppe Bezeichnung,Haushaltsjahr,Ertrag / Aufwand,Betrag,Haushalt
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2019,Erträge,60000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.03,Finanzverwaltung,2020,Erträge,60000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2015,Erträge,93855.45,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2016,Erträge,70000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2017,Erträge,70000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2018,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2019,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.04,Dienstleistungen des Amtes 21,2020,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2015,Erträge,1386.7,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2016,Erträge,2000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2017,Erträge,2000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2018,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2019,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.05,Steuern und sonstige Abgaben,2020,Erträge,2000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2017,Erträge,90000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2018,Erträge,90000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2019,Erträge,90000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,31,Finanzen,31.08,Abwicklung von Grundstücksgeschäften,2020,Erträge,90000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2015,Erträge,178584.8,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2016,Erträge,60000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2017,Erträge,60000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2018,Erträge,60000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2019,Erträge,60000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.01,Prüfung und Beratung,2020,Erträge,60000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2015,Erträge,72860.9,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2016,Erträge,70000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2017,Erträge,70000.0,Soll
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2018,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2019,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,33,Revision und Recht,33.03,Interne Rechtliche Serviceleistungen,2020,Erträge,70000.0,Plan
Öffentlich-rechtliche Leistungsentgelte,34,Grundstücks- und Gebäudemanagement,34.04,Grundstücks- und Gebäudemanagement,2015,Erträge,3750.72,Soll
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2015,Aufwendungen,999189.19,Soll
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2016,Aufwendungen,649000.0,Soll
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2017,Aufwendungen,659000.0,Soll
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2018,Aufwendungen,669000.0,Plan
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2019,Aufwendungen,679000.0,Plan
Personalaufwendungen,10,Wahlen,10.01,Wahlen,2020,Aufwendungen,689000.0,Plan
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2015,Aufwendungen,1780468.39,Soll
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2016,Aufwendungen,2056000.0,Soll
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2017,Aufwendungen,2645000.0,Soll
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2018,Aufwendungen,2684000.0,Plan
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2019,Aufwendungen,2721000.0,Plan
Personalaufwendungen,10,Wahlen,10.03,Integration und Antidiskriminierung,2020,Aufwendungen,2750000.0,Plan
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2015,Aufwendungen,761116.63,Soll
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2016,Aufwendungen,810000.0,Soll
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2017,Aufwendungen,791000.0,Soll
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2018,Aufwendungen,803000.0,Plan
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2019,Aufwendungen,813000.0,Plan
Personalaufwendungen,10,Wahlen,10.04,Gleichberechtigung für Bürgerinnen,2020,Aufwendungen,817000.0,Plan
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2015,Aufwendungen,1189330.04,Soll
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2016,Aufwendungen,1465000.0,Soll
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2017,Aufwendungen,1450000.0,Soll
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2018,Aufwendungen,1475000.0,Plan
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2019,Aufwendungen,1500000.0,Plan
Personalaufwendungen,10,Wahlen,10.05,Statistik und Stadtbeobachtung,2020,Aufwendungen,1525000.0,Plan
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2015,Aufwendungen,73751.52,Soll
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2016,Aufwendungen,199000.0,Soll
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2017,Aufwendungen,127000.0,Soll
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2018,Aufwendungen,129000.0,Plan
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2019,Aufwendungen,131000.0,Plan
Personalaufwendungen,10,Wahlen,10.08,Geschäftsstelle der KAV,2020,Aufwendungen,133000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2015,Aufwendungen,10265840.85,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2016,Aufwendungen,10630000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2017,Aufwendungen,13099000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2018,Aufwendungen,13292000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2019,Aufwendungen,13485000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.01,Einwohnerangelegenheiten,2020,Aufwendungen,13672000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2015,Aufwendungen,3673560.24,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2016,Aufwendungen,3843000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2017,Aufwendungen,3855000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2018,Aufwendungen,3912000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2019,Aufwendungen,3963000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.02,Staatsangehörigkeit und Personenstand,2020,Aufwendungen,3997000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2015,Aufwendungen,31036562.52,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2016,Aufwendungen,32735000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2017,Aufwendungen,34501000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2018,Aufwendungen,35016000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2019,Aufwendungen,35501000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.04,Ordnung und Sicherheit,2020,Aufwendungen,35884000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2015,Aufwendungen,12921718.4,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2016,Aufwendungen,12864000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2017,Aufwendungen,14253000.0,Soll
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2018,Aufwendungen,14466000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2019,Aufwendungen,14668000.0,Plan
Personalaufwendungen,11,Ordnung und Sicherheit,11.05,Verkehrssteuerung und -überwachung,2020,Aufwendungen,14831000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2015,Aufwendungen,40517973.71,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2016,Aufwendungen,42455000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2017,Aufwendungen,44132000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2018,Aufwendungen,44794000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2019,Aufwendungen,45463000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.01,Brandschutz,2020,Aufwendungen,46130000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2015,Aufwendungen,1990603.95,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2016,Aufwendungen,1985000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2017,Aufwendungen,2015000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2018,Aufwendungen,2045000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2019,Aufwendungen,2076000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.02,Leitstelle,2020,Aufwendungen,2107000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2015,Aufwendungen,5189422.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2016,Aufwendungen,5338000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2017,Aufwendungen,5572000.0,Soll
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2018,Aufwendungen,5656000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2019,Aufwendungen,5741000.0,Plan
Personalaufwendungen,12,Brandschutz und Rettungsdienst,12.03,Rettungsdienst,2020,Aufwendungen,5827000.0,Plan
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2015,Aufwendungen,9071334.92,Soll
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2016,Aufwendungen,9552000.0,Soll
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2017,Aufwendungen,10406000.0,Soll
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2018,Aufwendungen,10561000.0,Plan
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2019,Aufwendungen,10702000.0,Plan
Personalaufwendungen,13,Stadtplanung,13.01,Stadtplanung,2020,Aufwendungen,10796000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2015,Aufwendungen,2632243.12,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2016,Aufwendungen,2807000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2017,Aufwendungen,2870000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2018,Aufwendungen,2913000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2019,Aufwendungen,2955000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.01,Vermessungen,2020,Aufwendungen,2997000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2015,Aufwendungen,4388380.21,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2016,Aufwendungen,4708000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2017,Aufwendungen,4834000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2018,Aufwendungen,4906000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2019,Aufwendungen,4978000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.02,Geoinformation,2020,Aufwendungen,5046000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2015,Aufwendungen,1125700.38,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2016,Aufwendungen,1189000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2017,Aufwendungen,1202000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2018,Aufwendungen,1220000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2019,Aufwendungen,1239000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.03,Bodenordnung,2020,Aufwendungen,1257000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2015,Aufwendungen,1330026.85,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2016,Aufwendungen,1247000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2017,Aufwendungen,1336000.0,Soll
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2018,Aufwendungen,1356000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2019,Aufwendungen,1376000.0,Plan
Personalaufwendungen,14,Geoinformation und Grundstücksordnung,14.04,Immobilienconsulting und -bewertung,2020,Aufwendungen,1397000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2015,Aufwendungen,11364962.84,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2016,Aufwendungen,11733000.0,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2017,Aufwendungen,12110000.0,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2018,Aufwendungen,12290000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2019,Aufwendungen,12450000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.01,Bauaufsicht,2020,Aufwendungen,12546000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2015,Aufwendungen,1022027.87,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2016,Aufwendungen,978000.0,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2017,Aufwendungen,1148000.0,Soll
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2018,Aufwendungen,1165000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2019,Aufwendungen,1182000.0,Plan
Personalaufwendungen,15,Bauaufsicht und Denkmalschutz,15.02,Denkmalschutz und -pflege,2020,Aufwendungen,1200000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2015,Aufwendungen,1732441.6,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2016,Aufwendungen,1750000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2017,Aufwendungen,1771000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2018,Aufwendungen,1798000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2019,Aufwendungen,1825000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.01,Erschließung,2020,Aufwendungen,1852000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2015,Aufwendungen,61630.82,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2016,Aufwendungen,76000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2017,Aufwendungen,126000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2018,Aufwendungen,128000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2019,Aufwendungen,130000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.02,Verwendung Stellplatzablöse,2020,Aufwendungen,132000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2015,Aufwendungen,13455590.72,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2016,Aufwendungen,14517000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2017,Aufwendungen,15650000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2018,Aufwendungen,15883000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2019,Aufwendungen,16104000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.03,Verkehrsanlagen,2020,Aufwendungen,16280000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2015,Aufwendungen,1079640.64,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2016,Aufwendungen,1683000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2017,Aufwendungen,1483000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2018,Aufwendungen,1505000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2019,Aufwendungen,1526000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.06,Verkehrseinrichtungen,2020,Aufwendungen,1547000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2015,Aufwendungen,1208837.69,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2016,Aufwendungen,1323000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2017,Aufwendungen,1267000.0,Soll
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2018,Aufwendungen,1286000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2019,Aufwendungen,1304000.0,Plan
Personalaufwendungen,16,Nahverkehr und ÖPNV,16.12,Verkehrsplanung ,2020,Aufwendungen,1321000.0,Plan
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2015,Aufwendungen,7733440.34,Soll
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2016,Aufwendungen,8718000.0,Soll
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2017,Aufwendungen,9378000.0,Soll
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2018,Aufwendungen,9519000.0,Plan
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2019,Aufwendungen,9661000.0,Plan
Personalaufwendungen,17,Wohnen,17.01,Wohnen,2020,Aufwendungen,9800000.0,Plan
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2015,Aufwendungen,83382137.68,Soll
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2016,Aufwendungen,90631000.0,Soll
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2017,Aufwendungen,103284000.0,Soll
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2018,Aufwendungen,104823000.0,Plan
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2019,Aufwendungen,106275000.0,Plan
Personalaufwendungen,18,Soziales,18.01,Leistungen des Jugend- und Sozialamtes,2020,Aufwendungen,107413000.0,Plan
Personalaufwendungen,19,Gesundheit,19.01,Infektiologie,2015,Aufwendungen,3887334.91,Soll
Personalaufwendungen,19,Gesundheit,19.01,Infektiologie,2016,Aufwendungen,4468000.0,Soll
Personalaufwendungen,19,Gesundheit,19.01,Infektiologie,2017,Aufwendungen,5179000.0,Soll
