ID;Jahr;Haushalt Art;Einzelplan (W);Bezeichnung EP (W);Einzelplan|Bezeichnung (F);Gliederung;Bezeichnung Gliederung;Gliederung|Bezeichnung (F);Gruppierung;Bezeichnung;Gruppierung|Bezeichnung (F);Einnahme|Ausgabe;Betrag;Ansatz|Rechnung
5509;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;100,00;Ansatz
5510;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;52000,00;Ansatz
5511;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;133800,00;Ansatz
5512;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
5513;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
5514;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;3900,00;Ansatz
5515;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5200;Verwaltungs- und Zweckaus- stattung;5200 - Verwaltungs- und Zweckaus- stattung;Ausgabe;300,00;Ansatz
5516;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;4000,00;Ansatz
5517;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5500;Haltung von Fahrzeugen;5500 - Haltung von Fahrzeugen;Ausgabe;60000,00;Ansatz
5518;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5540;Betriebs- und Schmierstoffe (Kfz);5540 - Betriebs- und Schmierstoffe (Kfz);Ausgabe;33000,00;Ansatz
5519;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5600;Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;5600 - Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;Ausgabe;4500,00;Ansatz
5520;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;2900,00;Ansatz
5521;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6329;Sonstiger verschiedener Betriebsaufwand;6329 - Sonstiger verschiedener Betriebsaufwand;Ausgabe;500,00;Ansatz
5522;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6361;Müllabfuhr durch Privatunternehmen;6361 - Müllabfuhr durch Privatunternehmen;Ausgabe;7000,00;Ansatz
5523;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6361;Müllabfuhr;6361 - Müllabfuhr;Ausgabe;49400,00;Ansatz
5524;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6370;Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);6370 - Sachbedarf für EDV-Anlagen (Betrieb Multifunktionsgeräte);Ausgabe;700,00;Ansatz
5525;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6460;Selbstregulierte Schadensfälle;6460 - Selbstregulierte Schadensfälle;Ausgabe;100,00;Ansatz
5526;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6500;Allgemeiner Bürobedarf;6500 - Allgemeiner Bürobedarf;Ausgabe;500,00;Ansatz
5527;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6541;Reise- und Fahrtkosten;6541 - Reise- und Fahrtkosten;Ausgabe;500,00;Ansatz
5528;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6550;Sachverständigenkosten, Gerichtskosten u.Ä.;6550 - Sachverständigenkosten, Gerichtskosten u.Ä.;Ausgabe;5000,00;Ansatz
5529;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6610;Mitgliedsbeiträge an Verbände, Vereine und dgl.;6610 - Mitgliedsbeiträge an Verbände, Vereine und dgl.;Ausgabe;900,00;Ansatz
5530;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6790;Innere Verrechnung Gebäudebewirtschaftungskosten;6790 - Innere Verrechnung Gebäudebewirtschaftungskosten;Ausgabe;33300,00;Ansatz
5531;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6791;Innere Verrechnung Versicherungsbeiträge;6791 - Innere Verrechnung Versicherungsbeiträge;Ausgabe;1400,00;Ansatz
5532;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6791;Innere Verrechnung: Versicherungen u. Beiträge;6791 - Innere Verrechnung: Versicherungen u. Beiträge;Ausgabe;3200,00;Ansatz
5533;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6792;Innere Verrechnung Verwaltungskostenbeiträge;6792 - Innere Verrechnung Verwaltungskostenbeiträge;Ausgabe;123200,00;Ansatz
5534;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6798;Innere Verrechnung Vergaben;6798 - Innere Verrechnung Vergaben;Ausgabe;100,00;Ansatz
5535;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6798;Innere Verrechnung Postgebühren;6798 - Innere Verrechnung Postgebühren;Ausgabe;100,00;Ansatz
5536;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6798;Innere Verrechnung innerstädt. Leistungen;6798 - Innere Verrechnung innerstädt. Leistungen;Ausgabe;33600,00;Ansatz
5537;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6799;Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);6799 - Innere Verrechnung ITK-Leistungen (Miete Kopierer|Multifunktionsgeräte);Ausgabe;1100,00;Ansatz
5538;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Netzbetrieb);Ausgabe;2100,00;Ansatz
5539;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Fachanwendungen);Ausgabe;2600,00;Ansatz
5540;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (TK-Management);Ausgabe;3700,00;Ansatz
5541;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6799;Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);6799 - Innere Verrechnung ITK-Leistungen KommunalBIT (Arbeitsplatzsysteme);Ausgabe;3900,00;Ansatz
5542;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6800;Abschreibungen;6800 - Abschreibungen;Ausgabe;5600,00;Ansatz
5543;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6755;Straßenreinigung - Verrechnung|Straßenbetrieb;6755 - Straßenreinigung - Verrechnung|Straßenbetrieb;6850;Verzinsung des Anlagekapitals;6850 - Verzinsung des Anlagekapitals;Ausgabe;16200,00;Ansatz
5544;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1192;Parkplatzgebühren und Ähnl. TG|SR;1192 - Parkplatzgebühren und Ähnl. TG|SR;Einnahme;27000,00;Ansatz
5545;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1192;Parkplatzgebühren und Ähnl. TG|Sth;1192 - Parkplatzgebühren und Ähnl. TG|Sth;Einnahme;35000,00;Ansatz
5546;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1192;Parkplatzgebühren und Ähnl.;1192 - Parkplatzgebühren und Ähnl.;Einnahme;1686000,00;Ansatz
5547;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1555;Umsatzsteuer aus Beiträgen und Ähnl.;1555 - Umsatzsteuer aus Beiträgen und Ähnl.;Einnahme;11000,00;Ansatz
5548;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1558;Umsatzsteuerrückvergütung vom Finanzamt;1558 - Umsatzsteuerrückvergütung vom Finanzamt;Einnahme;0,00;Ansatz
5549;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;1558;Umsatzsteuerrückvergütung vom Finanzamt (VmH);1558 - Umsatzsteuerrückvergütung vom Finanzamt (VmH);Einnahme;0,00;Ansatz
5550;2018;Vermögen;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;3503;Entgelte (Parkplatzerstellung);3503 - Entgelte (Parkplatzerstellung);Einnahme;150000,00;Ansatz
5551;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4100;Beamtenbezüge;4100 - Beamtenbezüge;Ausgabe;3300,00;Ansatz
5552;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4110;Zuführungen zur Versorgungsrücklage Beamte;4110 - Zuführungen zur Versorgungsrücklage Beamte;Ausgabe;0,00;Ansatz
5553;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4140;Entgelte für tariflich Beschäftigte;4140 - Entgelte für tariflich Beschäftigte;Ausgabe;87000,00;Ansatz
5554;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4200;Versorgungsbezüge Beamte;4200 - Versorgungsbezüge Beamte;Ausgabe;1700,00;Ansatz
5555;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4210;Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;4210 - Zuführungen zur Versorgungs- rücklage Ruhegehaltsempf.;Ausgabe;0,00;Ansatz
5556;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4340;Beiträge zu Versorgungskassen Tariflich Beschäftigte;4340 - Beiträge zu Versorgungskassen Tariflich Beschäftigte;Ausgabe;6700,00;Ansatz
5557;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4440;Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;4440 - Beiträge zur gesetzlichen Sozialversicherung Tariflich Beschäftigte;Ausgabe;17500,00;Ansatz
5558;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4590;Beihilfen, Unterstützungen und Ähnl.;4590 - Beihilfen, Unterstützungen und Ähnl.;Ausgabe;0,00;Ansatz
5559;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4590;Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);4590 - Beihilfen, Unterstützungen und Ähnl. (Versorgungsempfänger);Ausgabe;0,00;Ansatz
5560;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;4690;Personalnebenausgaben ZVK-Pauschalsteuer;4690 - Personalnebenausgaben ZVK-Pauschalsteuer;Ausgabe;500,00;Ansatz
5561;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5010;Unterhalt eigener Gebäude TG|Sth;5010 - Unterhalt eigener Gebäude TG|Sth;Ausgabe;20000,00;Ansatz
5562;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5130;Unterhalt von Straßen, Wegen und Ähnl. (Straßengrün);5130 - Unterhalt von Straßen, Wegen und Ähnl. (Straßengrün);Ausgabe;16000,00;Ansatz
5563;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5132;Unterhalt von Parkplätzen (Parkautomaten);5132 - Unterhalt von Parkplätzen (Parkautomaten);Ausgabe;10000,00;Ansatz
5564;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5134;Unterhalt: Verkehrssich. Anlagen;5134 - Unterhalt: Verkehrssich. Anlagen;Ausgabe;500,00;Ansatz
5565;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5138;Sonstiger Straßenunterhalt (Straßenbegleitgrün);5138 - Sonstiger Straßenunterhalt (Straßenbegleitgrün);Ausgabe;1000,00;Ansatz
5566;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5280;Sonstige Gebrauchsgegenstände;5280 - Sonstige Gebrauchsgegenstände;Ausgabe;200,00;Ansatz
5567;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5320;Mieten für Maschinen, Fahrzeuge, Geräte;5320 - Mieten für Maschinen, Fahrzeuge, Geräte;Ausgabe;4700,00;Ansatz
5568;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5410;Haus-, Grundstückslasten - TG|Sth;5410 - Haus-, Grundstückslasten - TG|Sth;Ausgabe;15000,00;Ansatz
5569;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5430;Reinigungskosten - TG|Sth;5430 - Reinigungskosten - TG|Sth;Ausgabe;3500,00;Ansatz
5570;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5440;Strom, Gas und Ähnl. - TG|Sth;5440 - Strom, Gas und Ähnl. - TG|Sth;Ausgabe;4100,00;Ansatz
5571;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5500;Haltung von Fahrzeugen;5500 - Haltung von Fahrzeugen;Ausgabe;1500,00;Ansatz
5572;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5540;Betriebs- und Schmierstoffe (Kfz);5540 - Betriebs- und Schmierstoffe (Kfz);Ausgabe;2000,00;Ansatz
5573;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5550;Kfz-Steuer;5550 - Kfz-Steuer;Ausgabe;0,00;Ansatz
5574;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5560;Kfz-Versicherungen;5560 - Kfz-Versicherungen;Ausgabe;0,00;Ansatz
5575;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5600;Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;5600 - Dienst- und Schutzkleidung, pers. Ausrüstungsgegenstände;Ausgabe;400,00;Ansatz
5576;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;5622;Fortbildung und Umschulung;5622 - Fortbildung und Umschulung;Ausgabe;200,00;Ansatz
5577;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6329;Sonstiger verschiedener Betriebsaufwand;6329 - Sonstiger verschiedener Betriebsaufwand;Ausgabe;500,00;Ansatz
5578;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6362;Straßenreinigung (öffentl. Verkehrsgrund);6362 - Straßenreinigung (öffentl. Verkehrsgrund);Ausgabe;235000,00;Ansatz
5579;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6369;Sonstige Dienstleistungen durch Dritte - TG|Sth;6369 - Sonstige Dienstleistungen durch Dritte - TG|Sth;Ausgabe;3100,00;Ansatz
5580;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6369;Sonstige Dienstleistungen durch Dritte (Sicherheitsdienst) -TG|Sth;6369 - Sonstige Dienstleistungen durch Dritte (Sicherheitsdienst) -TG|Sth;Ausgabe;3500,00;Ansatz
5581;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6412;Umsatzsteuer als Vorsteuer VmH;6412 - Umsatzsteuer als Vorsteuer VmH;Ausgabe;0,00;Ansatz
5582;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6412;Umsatzsteuer als Vorsteuer;6412 - Umsatzsteuer als Vorsteuer;Ausgabe;7000,00;Ansatz
5583;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6413;Umsatzsteuer (Zahllast an das Finanzamt);6413 - Umsatzsteuer (Zahllast an das Finanzamt);Ausgabe;5000,00;Ansatz
5584;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6430;Versicherungen - TG|Sth;6430 - Versicherungen - TG|Sth;Ausgabe;900,00;Ansatz
5585;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6751;Erstattungen an Eigenbetriebe (StEF);6751 - Erstattungen an Eigenbetriebe (StEF);Ausgabe;201600,00;Ansatz
5586;2018;Verwaltung;6;Bau- und Wohnungswesen, Verkehr;6 - Bau- und Wohnungswesen, Verkehr;6800;Parkeinrichtungen;6800 - Parkeinrichtungen;6792;Innere Verrechnung Verwaltungskostenbeiträge;6792 - Innere Verrechnung Verwaltungskostenbeiträge;Ausgabe;16400,00;Ansatz
